person_id,stage_id,stage_mode,stage_start_easting,stage_start_northing,stage_end_easting,stage_end_northing,stage_duration,stage_start_time,stage_end_time
1500201101,15002011010302,car,544636,184663,547399,185428,10,1250,1300
